nombre;estilo;og;abv;ibu;color_srm;litros;publicada;autor;url
Dorada Leloir 3;Dorada Pampeana;1.059;5.8;12.8;4.243890059679514;40;2015-05-14;Gustavo Antilope;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaLeloir3-54ecb0d0019583741100073f-1431140141684
Dorada Litoraleña;Dorada Pampeana;1.043;4.39;15.1;5.951339161274295;110;2017-10-24;Diego Avila Moravec;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaLitoralea-5535a4dc53c2eaee0900080d-1506663039264
Dorada Moi brat;Dorada Pampeana;1.046;4.7;28.7;5.775821853902933;50;2019-11-15;Adolfo Lacalle;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaMoibrat-5880d2b6ca93641d00b36f63-1573767648057
Dorada P;Dorada Pampeana;1.053;5.21;21.5;7.163961196338353;25;2015-11-10;Nico Martinez;https://www.brew-o-matic.com.ar/#/recipe/clone/doradita-560082227b46052e28000d10-1446232920147
Dorada Pa Felipe Q;Dorada Pampeana;1.05;5.11;15.1;4.982722873536941;120;2016-04-14;felipe quintero;https://www.brew-o-matic.com.ar/#/recipe/clone/10DPFlopo-570efc60c14d7d1d00e727b4-1460600457628
Dorada Pamepana estilo MARROX;Dorada Pampeana;1.064;6.29;13.7;5.528651055846059;40;2015-12-01;Marce y Rox Sabella;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPamepanaestiloMARROX-55553b5ac8c7a7382400114c-1441478732342
Dorada Pampa;Dorada Pampeana;1.051;5.21;16.6;5.0427965451131715;20;2022-09-13;Anderson Navarrete;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampa-5eaa3bc96b39390004c04ba2-1663032796679
Dorada Pampeana;Dorada Pampeana;1.086;8.45;14.9;7.395453744881481;40;2018-08-27;Ramiro Martinez;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-5363a3709d4cb47b74000319-1535374522179
Dorada Pampeana;Dorada Pampeana;1.048;4.9;21.2;3.4994250365827044;280;2017-04-18;Tan Selmo;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-525413173886c30c1e000028-1492530046630
Dorada Pampeana;Dorada Pampeana;1.045;4.6;15.3;4.343328573190229;45;2016-08-05;Alejandro Frigerio;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-52c1882388b37f1b75001c00-1441981824316
Dorada Pampeana;Dorada Pampeana;1.041;4.3;17.3;4.410795851332145;110;2018-01-26;cristian polla;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-5551857487f81df42f00088b-1472162694796
Dorada Pampeana;Dorada Pampeana;1.049;4.81;15.2;5.408879847148222;60;2016-03-22;Maximiliano Lopez;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-55ae274b57a9e49331007521-1458615730382
Dorada Pampeana;Dorada Pampeana;1.052;5.11;17.1;4.083720868366202;25;2016-11-04;Nicolas Coronel;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-56cb69413f9e101d00ae024a-1467683066380
Dorada Pampeana;Dorada Pampeana;1.056;5.5;17.2;5.949278410533489;20;2017-05-03;Javier Zarate;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-58a446b4bd277a1d00101fae-1493818622787
Dorada Pampeana;Dorada Pampeana;1.046;4.7;20;6.136849089501675;48;2016-10-15;Juan Daniel Acevedo;https://www.brew-o-matic.com.ar/#/recipe/clone/doradaPampeanaLeo-5776906497813d1d00412fe9-1476540102641
Dorada Pampeana;Dorada Pampeana;1.05;4.91;17.3;3.64161095459625;300;2018-07-01;Sergio Marcos Rodriguez;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-5481d2f4bbf40ce662000040-1530450665693
Dorada Pampeana;Dorada Pampeana;1.044;4.73;27.8;3.754351689205028;50;2014-09-07;Malmat - Juan Carlos Fobelli;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-5245f7094b11374753000042-1410091927069
Dorada Pampeana;Dorada Pampeana;1.051;5.01;22.6;6.1651293737513955;50;2018-07-20;Jerónimo Alejo Farías;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-5a15b5d8fc23a11d009df975-1520001498458
Dorada Pampeana;Dorada Pampeana;1.049;5.01;17.3;4.2487001904422526;55;2017-05-26;Javier R. Pintos Ettlin;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-560a965b7b46052e28005afa-1495798530153
Dorada Pampeana;Dorada Pampeana;1.061;5.99;13;6.218550918524424;20;2018-10-08;Kevin saez;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-59be7b350dcf5f1d00571bf8-1535477665018
Dorada Pampeana;Dorada Pampeana;1.052;5.11;21.5;4.380494479896082;20;2020-03-02;José Batista;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-5e2bbdf893eabd0004fec9ac-1583129915481
Dorada Pampeana;Dorada Pampeana;1.05;5.11;15.6;4.565698872924026;65;2020-06-22;Ramiro Bazzano;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-57eec5e404cb941d00815d37-1592791391611
Dorada Pampeana;Dorada Pampeana;1.057;5.6;12.2;6.347811050380637;650;2020-11-04;Raul Andres Lionetti;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-598d9f4e5ad2991d00d485e2-1595448840431
Dorada Pampeana;Dorada Pampeana;1.062;6.34;12.4;5.119556191655185;20;2020-08-18;Leandro Capellino;https://www.brew-o-matic.com.ar/#/recipe/clone/GoldenIPA-5cd1e2434ea83a0004322433-1596558746253
Dorada Pampeana;Dorada Pampeana;1.057;5.6;16;6.008283928080746;23;2024-07-04;Pablo Escobar;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-607f8ccb582eaf00042e43a4-1653356218606
Dorada Pampeana;Dorada Pampeana;1.051;5.21;18.6;4.799218205980275;50;2023-06-30;Cerveceria Dunkel;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-5817a208cf7a4b1d00d2cf44-1688084532331
Dorada Pampeana (09/11/18) (1);Dorada Pampeana;1.041;4.19;17.7;3.2988955404994718;105;2018-11-09;Ricardo Javier Dos Santos;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana0911181-57e90026c2d73c1d00ad2187-1541766355576
Dorada Pampeana (09/11/18) (1);Dorada Pampeana;1.044;4.32;21.3;4.658188285534841;100;2019-06-30;Dragon Montaña;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana0911181-5a1c4c936cb36b1d002cd478-1543099789591
Dorada Pampeana (09/11/18) (1);Dorada Pampeana;1.044;4.32;21.3;4.658188285534841;100;2019-04-29;Patricio Heit;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana0911181-5c3d1c229eb1750004d3aa05-1549491028380
Dorada Pampeana (11);Dorada Pampeana;1.047;4.62;21;4.4618713161259205;72;2017-04-11;Cesar Furio;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana11-58162ca531e9a81d0059c9fd-1490700083797
Dorada Pampeana (18);Dorada Pampeana;1.048;4.9;21.8;4.578280569373962;85;2017-07-17;Cesar Furio;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana18-58162ca531e9a81d0059c9fd-1499951751035
Dorada Pampeana (2da. Cocción);Dorada Pampeana;1.056;5.5;13.8;5.129265679623027;20;2014-02-20;Matias;https://www.brew-o-matic.com.ar/#/recipe/clone/Dorada_Pampeana-529f27e3d6dbd066070002f1-1391705412095
Dorada Pampeana (9);Dorada Pampeana;1.047;4.93;19.8;4.095683038177734;72;2017-03-30;Cesar Furio;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana9-58162ca531e9a81d0059c9fd-1488464401104
Dorada Pampeana (C-US);Dorada Pampeana;1.051;5.01;18.2;4.243890059679514;80;2017-08-31;Ignacio Pastore Benaim;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaCUS-56ac29584e353e1d00cab261-1504144980930
Dorada Pampeana (single hop);Dorada Pampeana;1.043;4.62;20.8;4.866184052544734;21;2017-10-11;Miguel  angel pebtz;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanasinglehop-58518abb664f2f1d00a3393e-1507686283105
Dorada Pampeana - Cricket Brewery® - 100L;Dorada Pampeana;1.052;5.11;17;4.95810759806329;100;2017-04-19;marcelo moyano;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-577d1cc0cda5941d00efa348-1477691227465
Dorada Pampeana - Hacedores;Dorada Pampeana;1.053;5.42;22.1;4.842485861866232;120;2019-01-18;Alexis Boccacio;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana-5b215ed97f535b0004a60c84-1543585468662
Dorada Pampeana 1;Dorada Pampeana;1.063;6.44;15.4;4.815214679881202;20;2021-06-24;Anderson Navarrete;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana1-5eaa3bc96b39390004c04ba2-1624550721252
Dorada Pampeana 100 L;Dorada Pampeana;1.05;4.91;17.3;3.9753272159889947;100;2019-11-23;Leandro Manzanal;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana100L-56f9653bfd6b9d1d006ea8d4-1572109948149
Dorada Pampeana 100 L;Dorada Pampeana;1.044;4.5;15.1;5.090376964104423;100;2019-12-08;Lucas Savarella;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana100L-59e0f5c8a429aa1d00593f7f-1575848451183
Dorada Pampeana 2017;Dorada Pampeana;1.047;4.62;16.5;7.430072655087882;45;2017-03-02;El Colo;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana2017-5830a0c973fe681d0007e04d-1488463987323
Dorada Pampeana 579 (230ltrs);Dorada Pampeana;1.049;5.01;16.7;4.219801827694555;220;2018-10-31;Gonzalo Andres;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana570230ltrs-5991f4c897ba681d00cc968b-1538151809999
Dorada Pampeana Achense;Dorada Pampeana;1.05;4.91;16.9;5.3693460372484445;20;2017-05-24;MaTi Gonzalez;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaAchense-585c1231e8a0161d00b02daf-1482958094616
Dorada Pampeana Achense;Dorada Pampeana;1.05;4.91;16.9;5.3693460372484445;20;2017-07-01;Henry Schumacher;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaAchense-5910ba9c73fc0c1d0081751d-1498160708173
Dorada Pampeana Beginner Mode;Dorada Pampeana;1.05;4.91;17.4;3.9753272159889947;20;2016-04-04;Federico Berrone;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaBeginnerMode-57018a86fd6b9d1d006f87c3-1459720895337
Dorada Pampeana Beginner Mode;Dorada Pampeana;1.05;4.91;17.4;3.9753272159889947;20;2013-10-29;Gorsh;https://www.brew-o-matic.com.ar/#/recipe/clone/Dorada_Pampeana_Beginner_Mode-5246d5c64b11374753000098-1383027179122
Dorada Pampeana Beginner Mode;Dorada Pampeana;1.05;4.91;17.4;3.9753272159889947;20;2022-11-10;Lupo Craft Beer;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaBeginnerMode-5c5c884f7de06f0004e90121-1603727874646
Dorada Pampeana Cumple Leon;Dorada Pampeana;1.052;5.11;15.4;5.67430294137473;25;2024-07-04;Pablo Escobar;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaLoteII-607f8ccb582eaf00042e43a4-1659493490511
Dorada Pampeana Giuseppe 20/05;Dorada Pampeana;1.043;4.39;17.2;5.233919071705912;60;2017-05-20;Juan Pablo;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaGiuseppe2005-573dfc7273f3b71d00f3d106-1495304302838
Dorada Pampeana Gurisa lote II;Dorada Pampeana;1.048;4.72;16.5;5.148121193536514;45;2024-07-04;Pablo Escobar;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaGurisaloteII-607f8ccb582eaf00042e43a4-1664543245194
Dorada Pampeana Gurisa lote III;Dorada Pampeana;1.049;4.81;16.7;5.228089751894395;44;2024-07-04;Pablo Escobar;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaGurisaloteIII-607f8ccb582eaf00042e43a4-1661907232800
Dorada Pampeana Konnis Tranka;Dorada Pampeana;1.053;5.21;15.9;7.899509089225443;56;2018-09-21;Gabriel Dubois;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaKonnisTranka-5b3b6c4c750e2700043c8535-1537499233769
Dorada Pampeana LV;Dorada Pampeana;1.05;5.44;15.6;6.39512968757516;20;2023-05-24;Luis Villalba;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaLV-63ff9a95d737f21ed944de9f-1684968003828
Dorada Pampeana Lote 9;Dorada Pampeana;1.049;4.81;15.2;5.57683895681314;21;2017-11-10;Ariel Manga Krauter;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanasinCarameloytrigo-59f8820f0b3dd21d00c7a39b-1509461326580
Dorada Pampeana MaCri;Dorada Pampeana;1.052;5.31;16.4;3.669944424031516;40;2017-05-16;Cristhian Buchhamer;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaMaCri-58bae3e4c28dde1d00c9cbc0-1493081438059
Dorada Pampeana Malta Brava;Dorada Pampeana;1.052;5.11;17.7;3.411161678147564;60;2023-02-15;José Genovés;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaMaltaBrava-63ac190c97804f13e3cb0412-1676303219977
Dorada Pampeana Monje (5Lts);Dorada Pampeana;1.052;5.11;26.9;4.380494479896082;5;2017-04-01;Pablo Acevedo;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaMonje-58bff610c28dde1d00ccd868-1488990886087
Dorada Pampeana Muestra 070615;Dorada Pampeana;1.048;4.72;20.2;5.4875536356604115;20;2015-11-19;Jorge Perezutti;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaPrueba1-54e9eab64162b480620015f9-1432385914213
Dorada Pampeana Nº1;Dorada Pampeana;1.05;5.37;19.3;5.343491177628734;46;2016-05-17;Manuel Miguel;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaN1-55fc20b1aca12443300000b8-1444003689614
Dorada Pampeana Pangui;Dorada Pampeana;1.043;4.51;20;4.562467674646997;107;2020-05-06;Pangui;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana0911181-5c55a984dc24120004879090-1556716325033
Dorada Pampeana Pangui;Dorada Pampeana;1.048;4.72;20.5;5.949278410533489;100;2019-05-20;Santiago Villegas;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeana0911181-5ce2eeade77c8c0004fce5d1-1558377586660
Dorada Pampeana Pinta;Dorada Pampeana;1.051;5.01;19.5;7.473242716812406;40;2017-12-23;Javier Perez;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaPinta-5a32f53cb9f9071d00a0e91b-1513378286245
Dorada Pampeana Pinta;Dorada Pampeana;1.051;5.01;19.5;7.473242716812406;40;2018-05-27;leo pironi;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaPinta-5af8c10f90f4ef00047be02b-1526264319319
Dorada Pampeana RUDDER'S CERVEZA ARTESANAL;Dorada Pampeana;1.047;4.62;19;4.869024282068322;100;2019-08-06;Antonella Lauceri;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaBeginnerMode-5b3151c3dd55ee00045f2e14-1538506745521
Dorada Pampeana RUU960;Dorada Pampeana;1.048;4.72;19.1;7.247025219821347;40;2021-05-09;Gustavo Carrizo;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaRUU960-5e6e064488a7830004bfa9c2-1596301839080
Dorada Pampeana SILO;Dorada Pampeana;1.052;5.11;18.2;5.581285998279037;20;2021-11-23;Sebastian Nuñez Szymanski;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaSILO-553e99647111039c4500006a-1637692210221
Dorada Pampeana Torcua;Dorada Pampeana;1.058;5.93;15;5.581285998279036;50;2016-09-16;Juan Pablo;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaTorcua-573dfc7273f3b71d00f3d106-1474044539755
Dorada Pampeana Tuneada;Dorada Pampeana;1.059;5.8;20.3;6.827168139091046;20;2020-06-22;Milton Martin;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaTuneada-58f51492f647c21d005653d8-1567448772202
Dorada Pampeana Verbena;Dorada Pampeana;1.045;4.42;15.2;6.006856635916479;55;2018-05-10;maritomonti;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaVerbena-58357b17b210b71d00668f9d-1525976422537
Dorada Pampeana con algo de trigo;Dorada Pampeana;1.07;6.88;14.7;5.46400602499902;40;2018-08-27;Ramiro Martinez;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaconalgodetrigo-5363a3709d4cb47b74000319-1535374840810
Dorada Pampeana versión MARROX;Dorada Pampeana;1.063;6.19;13.7;5.511055064415994;40;2015-09-05;Marce y Rox Sabella;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaversinMARROX-55553b5ac8c7a7382400114c-1441478164845
Dorada Puny;Dorada Pampeana;1.051;5.01;15.3;6.007184926865453;25;2018-10-11;Santiago Vega;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPuny-5907b84e41111e1d00e466b6-1539271509994
Dorada ROMA;Dorada Pampeana;1.052;5.31;35.7;5.804200761419591;22;2017-10-19;Niro Beer;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaROMA-5908d25a45cafa1d004e980d-1508446353627
Dorada Rookie Beer;Dorada Pampeana;1.064;6.29;;10.287878581771162;20;2017-05-27;Maximiliano Maceiras;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaRookieBeer-5927799aa739d01d00045f04-1495889304756
Dorada Sdr Maria;Dorada Pampeana;1;0;;4.6186663110104975;180;2017-08-22;calixto;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaSdrMaria-592068ad539a171d00ca912e-1503444368396
Dorada Tornquist;Dorada Pampeana;1.058;5.7;6.4;6.777063497418912;40;2016-12-27;Genaro Moroncini;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaTornquist-57fd66fd9618731d00748574-1477667982439
Dorada argenta;Dorada Pampeana;1.046;4.7;20.9;4.27690954770055;20;2021-12-10;Javier Rivero;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradaargenta-558174a3daa6c2a276003b25-1639152636619
Dorada cande 95 lts;Dorada Pampeana;1.046;4.52;16.1;4.2594432427009785;85;2020-09-25;Mathias Pescara;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradacande60lts-5f38217e22cdc30004e1a896-1599570712624
Dorada candela rendim 60%;Dorada Pampeana;1.046;4.52;19.1;4.504880744996752;25;2020-08-15;Mathias Pescara;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradacandela-5f38217e22cdc30004e1a896-1597516561764
Dorada cañada brava;Dorada Pampeana;1.056;5.5;13.6;7.205548020579709;100;2018-12-16;Facundo;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradacaadabrava-5ba0f693cd5f790004cf2ffd-1544957572410
Dorada chivilcoyana;Dorada Pampeana;1.056;5.5;12.7;5.249934397743215;33;2015-06-26;Sebastian Saez;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradachivilcoyana-5453e91ed115c4137e009552-1432073921532
Dorada con munich;Dorada Pampeana;1.051;5.21;13.2;6.6435873108461125;70;2017-03-11;Luis Lafalce;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradaconmunich-526fbcd102193e13710005e1-1489232917313
Dorada de la isla 2.0;Dorada Pampeana;1.052;5.11;19.4;5.706694018298702;20;2018-10-24;Birra del Fuego Ushuaia;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradadelaisla-5ae282157f9bac000424c3f9-1540422484692
Dorada de las 4 decadas;Dorada Pampeana;1.048;4.72;22.5;5.694878485235647;45;2022-07-22;Javier Llauro;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradadelas4decadas-58503b2142f2201d00ef5669-1634949028216
Dorada del Norte;Dorada Pampeana;1.049;4.81;8.6;3.4111616781475638;100;2018-09-01;Enigma Cerveza Artesanal;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradadelNorte-5b7c3a97b534de0004606afa-1534870056781
Dorada del Valle;Dorada Pampeana;1.045;4.6;14.9;3.508023268259504;90;2023-08-09;Juan Carlos Codazzi;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradadelValle-5b9274ba7b1246000418673d-1632215376493
Dorada del black;Dorada Pampeana;1.051;5.01;18.8;4.98272287353694;50;2018-09-01;Esteban Di Lello;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradadelblack-5aa07fba4fc6c0001d92bacf-1535832478914
Dorada del norte;Dorada Pampeana;1.054;5.31;0;5.840001012839847;20;2024-12-07;MIL8DOS;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradadelnorte-66b2d3cc25ce4d802a50daa0-1733500130872
Dorada leloir;Dorada Pampeana;1.051;5.01;10;3.8444935954996873;42;2015-04-30;Gustavo Antilope;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradaleloir-54ecb0d0019583741100073f-1428678084974
Dorada leloir 3 entre rios;Dorada Pampeana;1.044;4.32;15.4;3.821256345147162;200;2015-05-09;Gustavo Antilope;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradaleloir3-54c949ceac35a8446d00085c-1431141552986
Dorada luchona;Dorada Pampeana;1.052;5.31;24.2;7.48199261493423;70;2017-10-23;Mauro Bastan;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradaluchona-58afab222c49701d00f0ff3d-1508775538203
Dorada orientala;Dorada Pampeana;1.045;4.42;16.2;6.526339010272602;38;2019-08-20;Diego Pérez;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeanaorientala-5b4004087e17f90004eac694-1566263131534
Dorada pampeana;Dorada Pampeana;1.114;11.65;28.9;7.247025219821347;10;2018-09-11;Leandro Revetria;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana-5af0b9e7c57bb300047edcfb-1536667683334
Dorada pampeana;Dorada Pampeana;1.056;5.5;15.8;6.612765105541141;40;2020-04-30;Gaston Olas;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana-5eaa29076b39390004c04477-1588211500512
Dorada pampeana;Dorada Pampeana;1.052;5.31;18.3;4.380494479896082;50;2020-10-08;Ayelen Fernandez;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana-5b2ef97fc88b490004306997-1602010936735
Dorada pampeana;Dorada Pampeana;1.065;6.39;16.7;6.039645201699414;20;2021-07-16;xeneise 12;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana-60bd86149e9cb700046add03-1626310213952
Dorada pampeana;Dorada Pampeana;1.065;6.39;16.7;6.039645201699414;20;2021-07-25;xeneise 12;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana-60bd86149e9cb700046add03-1626310268807
Dorada pampeana;Dorada Pampeana;1.05;4.91;16;4.317692342701357;50;2021-08-09;Christian Camus;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana-588d1669278b7a1d00bf2808-1628534779134
Dorada pampeana;Dorada Pampeana;1.05;5.11;6.2;5.5293022664748595;45;2021-08-23;Ulises Moris;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana-5f5546dd57eeea0004a2196f-1629738203701
Dorada pampeana;Dorada Pampeana;1.038;3.88;8.3;3.687732711580794;27;2021-12-03;Ruben Dario Mensi;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana-58405de857af8e1d0020942a-1638556424736
Dorada pampeana (x2) 28/05/19;Dorada Pampeana;1.051;5.48;21.4;4.771667043587695;400;2019-08-26;;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeanax21242019-5b60d85370f7350004ba5728-1559080067590
Dorada pampeana 12/01/2020;Dorada Pampeana;1.049;4.81;15.2;4.0721707026992675;280;2020-07-16;Leonardo Guillan;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana12012020-54970af91c28d2ac7f0024b4-1578451646780
